name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
Palo Verde East,531,,3444657,yes,,,"MULTIPOLYGON (((-111.9323367 33.4224543, -111.932332 33.4223384, -111.9322299 33.4223411, -111.9322164 33.4223337, -111.9322127 33.4223304, -111.9322084 33.4223249, -111.9321886 33.4222987, -111.932229 33.4222298, -111.9321222 33.4221854, -111.9320106 33.422343, -111.9319505 33.4223788, -111.9317102 33.4223716, -111.9317102 33.4224862, -111.9318132 33.4224862, -111.9318561 33.4225292, -111.9318046 33.4226008, -111.9319247 33.422651, -111.9320106 33.4225077, -111.9320775 33.4224671, -111.932105 33.4224504, -111.9323367 33.4224543)), ((-111.9321969 33.4225067, -111.9321369 33.4225139, -111.9320939 33.4225282, -111.9320596 33.4225569, -111.9320253 33.422607, -111.9320167 33.4226643, -111.9320253 33.4227145, -111.9320682 33.4227575, -111.9321197 33.422779, -111.9321712 33.4227933, -111.9322227 33.4227933, -111.9322742 33.422779, -111.9323171 33.4227431, -111.9323428 33.4227073, -111.93236 33.4226643, -111.93236 33.4226142, -111.9323343 33.4225784, -111.9322999 33.4225426, -111.932257 33.4225211, -111.9321969 33.4225067)))",POINT (-111.9320874 33.4225104),1974.8,21256.3
Palo Verde West,532,,3444658,yes,,,"MULTIPOLYGON (((-111.9337123 33.4226268, -111.9336265 33.4224907, -111.9335279 33.4224428, -111.9333044 33.4224482, -111.933303 33.4223337, -111.9334095 33.4223353, -111.9334275 33.4223107, -111.9334386 33.422295, -111.9333816 33.4222196, -111.9334978 33.4221623, -111.9335864 33.4223032, -111.9336047 33.422327, -111.9336705 33.4223576, -111.9338515 33.4223546, -111.9339011 33.4223546, -111.9339011 33.422462, -111.9337981 33.422462, -111.9337638 33.4224979, -111.9338239 33.4225838, -111.9337123 33.4226268)), ((-111.9333765 33.4225047, -111.9333336 33.4225333, -111.9332993 33.4225692, -111.9332907 33.4226121, -111.9332907 33.4226623, -111.9333079 33.4227124, -111.9333422 33.4227482, -111.9333851 33.4227769, -111.9334366 33.4227841, -111.9334881 33.4227841, -111.9335482 33.4227626, -111.9335997 33.4227339, -111.933634 33.4226838, -111.933634 33.4226336, -111.9336254 33.4225906, -111.9335911 33.4225405, -111.9335482 33.4225118, -111.9334967 33.4224975, -111.9334366 33.4224975, -111.9333765 33.4225047)))",POINT (-111.9335408 33.422499),1957.3,21067.9
,533,,4583325,yes,,,"MULTIPOLYGON (((-111.9236676 33.4093078, -111.9236659 33.4089223, -111.9244088 33.4089209, -111.9244087 33.4088933, -111.9245506 33.408893, -111.9245506 33.4089206, -111.9245538 33.4093053, -111.9245539 33.4093323, -111.924412 33.4093327, -111.9244118 33.4093057, -111.9236676 33.4093078)))",POINT (-111.9241176 33.409114),3594.9,38695.4
,534,,4583328,yes,,,"MULTIPOLYGON (((-111.9236683 33.4099265, -111.9236666 33.409541, -111.9244095 33.4095395, -111.9244094 33.4095119, -111.9245513 33.4095117, -111.9245513 33.4095393, -111.9245545 33.4099239, -111.9245547 33.409951, -111.9244127 33.4099514, -111.9244126 33.4099244, -111.9236683 33.4099265)))",POINT (-111.9241183 33.4097327),3595.4,38700.1
,535,,4583330,yes,,,"MULTIPOLYGON (((-111.9234544 33.4099381, -111.9234561 33.4095526, -111.9227132 33.4095511, -111.9227133 33.4095235, -111.9225714 33.4095232, -111.9225713 33.4095508, -111.9225681 33.4099355, -111.922568 33.4099625, -111.92271 33.409963, -111.9227101 33.4099359, -111.9234544 33.4099381)))",POINT (-111.9230044 33.4097442),3595.4,38700.6
Honors Hall,536,,4799951,university,,,"MULTIPOLYGON (((-111.9268201 33.4159448, -111.9268179 33.4159797, -111.9269182 33.4159799, -111.9270746 33.4159803, -111.9270781 33.4158429, -111.9273517 33.4158523, -111.9273486 33.4158371, -111.9279508 33.4158383, -111.9279502 33.4157417, -111.9279485 33.415468, -111.9278271 33.41547, -111.9278304 33.4156903, -111.9278151 33.4156911, -111.9278131 33.4156691, -111.9277877 33.4156606, -111.9277693 33.4156657, -111.9277511 33.4156708, -111.9277582 33.4157098, -111.927497 33.4157463, -111.9274655 33.4157259, -111.927311 33.4157412, -111.927246 33.4156733, -111.9272082 33.4156581, -111.9271393 33.4156776, -111.9270823 33.4156996, -111.9270386 33.4157047, -111.9269899 33.4156759, -111.9269126 33.4156631, -111.9268642 33.4156797, -111.9268506 33.4156844, -111.9268211 33.4157353, -111.9268364 33.4158082, -111.9268455 33.4158498, -111.9268201 33.4159448)))",POINT (-111.9273659 33.415768),2229.5,23997.9
All Saints Catholic Newman Center,537,,4799952,yes,place_of_worship,,"MULTIPOLYGON (((-111.9358146 33.422093, -111.9354714 33.4220904, -111.9354701 33.4221083, -111.9354164 33.4221095, -111.9354165 33.422169, -111.9353245 33.4221653, -111.9353103 33.4221498, -111.9353032 33.4220863, -111.9351811 33.4220841, -111.9351785 33.4221646, -111.9351741 33.4221867, -111.9351661 33.4223056, -111.9351652 33.4223787, -111.9353023 33.4223767, -111.9354324 33.4223861, -111.9355935 33.4225203, -111.9357691 33.4225169, -111.9358121 33.4224912, -111.9358146 33.422093)))",POINT (-111.9355278 33.4222795),2249.2,24210.5
Biodesign B,538,,6926828,yes,,,"MULTIPOLYGON (((-111.9280847 33.4199917, -111.9280516 33.4200047, -111.9280526 33.420073, -111.9287008 33.4200455, -111.928693 33.4199167, -111.9286642 33.4199102, -111.9286406 33.4194476, -111.9286979 33.4194455, -111.9286968 33.4194261, -111.9283293 33.4194403, -111.9283278 33.4194035, -111.9283266 33.4193731, -111.9281447 33.4193755, -111.9281444 33.4194062, -111.9281439 33.4194519, -111.9281065 33.4194534, -111.9281065 33.4194839, -111.928079 33.4194814, -111.9280847 33.4199917)))",POINT (-111.928367 33.4197438),3865.4,41606.8
Sun Devil Stadium,539,,7312612,yes,,,"MULTIPOLYGON (((-111.9332677 33.4274417, -111.9334251 33.4272933, -111.9335372 33.4271876, -111.9336388 33.4268568, -111.9337641 33.4264836, -111.9338502 33.4261409, -111.9337628 33.4261256, -111.9337694 33.4260379, -111.9337684 33.4259103, -111.9337308 33.4257884, -111.9337023 33.4257298, -111.9336591 33.4256692, -111.9335839 33.4255674, -111.9335185 33.425528, -111.9333816 33.4256324, -111.9332354 33.4255522, -111.9331336 33.4254902, -111.9330585 33.4254744, -111.9330656 33.4254181, -111.9331164 33.4252807, -111.9332668 33.4253113, -111.9333176 33.4252044, -111.9331652 33.425128, -111.933033 33.4250839, -111.9328625 33.4250533, -111.9327383 33.4250534, -111.9326326 33.4250636, -111.9326123 33.4251721, -111.9327464 33.4252027, -111.9327098 33.4253401, -111.9326855 33.425397, -111.9326116 33.4253922, -111.9324323 33.425405, -111.9323456 33.4254022, -111.932313 33.425414, -111.9322511 33.4252642, -111.9320763 33.4253029, -111.9319265 33.4253739, -111.9318352 33.425437, -111.9317721 33.4255269, -111.9317178 33.4256973, -111.9316501 33.4256953, -111.9314061 33.4266195, -111.9314525 33.4266372, -111.9314185 33.4267983, -111.9314238 33.4268957, -111.9314362 33.4269917, -111.9315238 33.427166, -111.9315027 33.4271796, -111.9316008 33.4272829, -111.9316573 33.4273348, -111.9317633 33.4273863, -111.9318572 33.42728, -111.9319363 33.4273192, -111.9318206 33.4275023, -111.9317627 33.4277773, -111.932079 33.427846, -111.9322915 33.4278906, -111.9325097 33.4279361, -111.9325988 33.4276653, -111.9326256 33.4274669, -111.932655 33.4274652, -111.9327262 33.4274636, -111.9327329 33.4275979, -111.9328846 33.4277994, -111.9330861 33.4278133, -111.9331841 33.4278084, -111.933252 33.4277547, -111.9330964 33.4274983, -111.9332677 33.4274417)))",POINT (-111.9325919 33.4265037),50326,541703.8
Lot 56,540,,7908538,,parking,,"MULTIPOLYGON (((-111.9283404 33.4286213, -111.9283151 33.4278743, -111.9283124 33.4277927, -111.9282546 33.4260855, -111.929173 33.4260855, -111.929173 33.428521, -111.9283404 33.4286213)), ((-111.9293495 33.4243864, -111.9294968 33.424383, -111.9294961 33.4243326, -111.9299627 33.4243353, -111.9299545 33.4244571, -111.9300073 33.4247494, -111.9301447 33.4249794, -111.9299541 33.4251629, -111.929822 33.4253405, -111.9297343 33.4255626, -111.9297018 33.4257345, -111.9297052 33.4259064, -111.929791 33.4261285, -111.929894 33.4263434, -111.9300313 33.4264723, -111.9301429 33.4265798, -111.9304519 33.4267588, -111.9306755 33.4269056, -111.9307193 33.4269358, -111.9307329 33.427136, -111.9307437 33.4273248, -111.930531 33.42727, -111.9304261 33.427425, -111.9305463 33.4275468, -111.9306922 33.4276829, -111.9307523 33.4278262, -111.9307866 33.4279838, -111.9310098 33.4281629, -111.9313789 33.4283491, -111.9315625 33.4284581, -111.9318951 33.4285268, -111.9323144 33.4286213, -111.9331813 33.4285712, -111.9335538 33.4281969, -111.9335444 33.4279838, -111.9336228 33.4279175, -111.9336542 33.4279358, -111.9337074 33.4278913, -111.933825 33.4279766, -111.9340825 33.4282345, -111.9343143 33.4285855, -111.9345203 33.4288863, -111.9344945 33.4290583, -111.9343743 33.4294164, -111.9343228 33.4294522, -111.9339967 33.4293734, -111.9337392 33.4292803, -111.9333701 33.4292087, -111.9329839 33.4292087, -111.9325719 33.4292302, -111.9324002 33.4292302, -111.9322028 33.4292087, -111.931911 33.4291227, -111.9316793 33.4290511, -111.9312587 33.4288863, -111.9309068 33.4287717, -111.9306321 33.4286858, -111.9303661 33.4286213, -111.9300571 33.4285855, -111.929688 33.4285568, -111.9294562 33.4285425, -111.9294133 33.4285282, -111.9293495 33.4243864)))",POINT (-111.9305721 33.4276146),89881.9,967479.5
Cortez Palms Apartments,541,,8345844,apartments,,,"MULTIPOLYGON (((-111.9227562 33.4166308, -111.9229033 33.4166288, -111.9228987 33.4163943, -111.9228811 33.4163945, -111.9228804 33.4163598, -111.9227622 33.4163614, -111.9227628 33.4163923, -111.9227515 33.4163924, -111.9227562 33.4166308)), ((-111.9229568 33.4163037, -111.9229549 33.4159919, -111.9227483 33.4159928, -111.9227502 33.4163045, -111.9229568 33.4163037)))",POINT (-111.9228429 33.4162795),1062.4,11435.7
,542,,8345845,school,,,"MULTIPOLYGON (((-111.9194242 33.4164235, -111.9192244 33.416423, -111.919224 33.4165027, -111.9194238 33.4165033, -111.9194242 33.4164235)), ((-111.9194219 33.4163981, -111.9192217 33.4163972, -111.9192223 33.4163149, -111.9194224 33.4163158, -111.9194219 33.4163981)), ((-111.919421 33.4162642, -111.9192195 33.4162642, -111.9192195 33.4161816, -111.919421 33.4161816, -111.919421 33.4162642)), ((-111.9194213 33.4160761, -111.9194213 33.4161581, -111.9192212 33.4161581, -111.9192212 33.4160761, -111.9194213 33.4160761)), ((-111.9194233 33.416026, -111.9192201 33.4160258, -111.9192202 33.4159449, -111.9194234 33.4159451, -111.9194233 33.416026)), ((-111.9194218 33.4159228, -111.9192189 33.4159221, -111.9192194 33.4158395, -111.9194222 33.4158403, -111.9194218 33.4159228)), ((-111.9194226 33.4157388, -111.9192204 33.4157395, -111.91922 33.415657, -111.9194221 33.4156562, -111.9194226 33.4157388)))",POINT (-111.9193216 33.4161007),1188.8,12796.4
,543,,8345846,residential,,,"MULTIPOLYGON (((-111.9197508 33.4162747, -111.9197469 33.4161323, -111.9200673 33.4161262, -111.9200712 33.4162686, -111.9197508 33.4162747)), ((-111.9197565 33.4165323, -111.9200754 33.4165271, -111.9200719 33.4163785, -111.9197531 33.4163836, -111.9197565 33.4165323)), ((-111.9198179 33.4160784, -111.9198145 33.4158085, -111.9196424 33.41581, -111.9196458 33.4160799, -111.9198179 33.4160784)), ((-111.9201414 33.4157346, -111.9196642 33.415746, -111.9196592 33.4155993, -111.9201364 33.415588, -111.9201414 33.4157346)))",POINT (-111.9198676 33.416023),2160.1,23251
Super 8 by Wyndham Tempe/ASU/Airport,544,,8345847,yes;roof,,,"MULTIPOLYGON (((-111.9236435 33.4149838, -111.9238015 33.4149844, -111.9237985 33.4156129, -111.9231938 33.4156109, -111.9231943 33.4154998, -111.9236689 33.4155014, -111.9236707 33.4151272, -111.9236554 33.4151271, -111.9236558 33.4150476, -111.9236432 33.4150476, -111.9236435 33.4149838)), ((-111.92326 33.4154418, -111.9232607 33.415327, -111.9232027 33.4153267, -111.923202 33.4154416, -111.92326 33.4154418)), ((-111.9235455 33.415292, -111.9235459 33.4151705, -111.9232053 33.4151697, -111.9232049 33.4152895, -111.9232732 33.4152896, -111.9232733 33.415272, -111.9234726 33.4152725, -111.9234725 33.4152918, -111.9235455 33.415292)), ((-111.9236426 33.4150576, -111.9236432 33.4150476, -111.9236435 33.4149838, -111.923533 33.414983, -111.9235328 33.4150574, -111.9236426 33.4150576)))",POINT (-111.9235546 33.4153427),1956,21053.7
University Gardens,545,,8345848,apartments,,,"MULTIPOLYGON (((-111.9237729 33.4166529, -111.9237718 33.4164953, -111.9233364 33.4164975, -111.9233376 33.4166552, -111.9237729 33.4166529)), ((-111.9237881 33.4164567, -111.9237844 33.415906, -111.9236574 33.4159066, -111.923661 33.4164573, -111.9237881 33.4164567)), ((-111.9235077 33.4164308, -111.9235068 33.4162914, -111.9233439 33.4162921, -111.9233438 33.4162778, -111.9233236 33.4162779, -111.9233244 33.416414, -111.9234854 33.4164133, -111.9234855 33.4164309, -111.9235077 33.4164308)), ((-111.9236311 33.4160799, -111.923631 33.4160645, -111.9236128 33.4160645, -111.9236124 33.4159282, -111.9236296 33.4159282, -111.9236295 33.4159057, -111.9233138 33.4159063, -111.9233138 33.4159226, -111.9233313 33.4159226, -111.9233317 33.4160637, -111.9233164 33.4160638, -111.9233164 33.4160806, -111.9236311 33.4160799)))",POINT (-111.9235756 33.4162831),2183.1,23498.2
,546,,8345849,apartments,,,"MULTIPOLYGON (((-111.924282 33.4166716, -111.9242787 33.4161361, -111.9241394 33.4161368, -111.9241406 33.4163206, -111.9241744 33.4163204, -111.9241754 33.4164853, -111.9241405 33.4164855, -111.9241417 33.4166722, -111.924282 33.4166716)), ((-111.9239724 33.4166643, -111.9239722 33.4164827, -111.9239371 33.4164827, -111.9239368 33.4163142, -111.9239675 33.4163142, -111.9239672 33.4161336, -111.9238328 33.4161338, -111.9238336 33.4166645, -111.9239724 33.4166643)), ((-111.9242758 33.416074, -111.9242749 33.4159877, -111.9238339 33.4159909, -111.9238348 33.4160747, -111.923984 33.4160736, -111.9239843 33.4161056, -111.9241252 33.4161046, -111.9241249 33.4160751, -111.9242758 33.416074)))",POINT (-111.924058 33.4163172),1834.8,19750
,547,,8345850,apartments;yes,,,"MULTIPOLYGON (((-111.9252925 33.4160307, -111.9252925 33.4160127, -111.9252753 33.4160091, -111.9252759 33.4158772, -111.9252925 33.4158726, -111.9252919 33.4158551, -111.9248131 33.4158566, -111.9248143 33.4158736, -111.9248322 33.4158798, -111.924831 33.4160091, -111.9248137 33.4160132, -111.9248137 33.4160307, -111.9252925 33.4160307)), ((-111.9253019 33.4166925, -111.925302 33.4166276, -111.925302 33.4165691, -111.9253192 33.4165691, -111.9253193 33.4160418, -111.9252947 33.4160418, -111.9252899 33.4160583, -111.925156 33.4160583, -111.9251495 33.4160418, -111.925127 33.4160418, -111.9251269 33.4165756, -111.924905 33.4165756, -111.9249051 33.4164234, -111.9248836 33.4164239, -111.9248772 33.4164375, -111.9247763 33.4164362, -111.9247781 33.4166821, -111.9251462 33.4166822, -111.9251462 33.4166744, -111.9251883 33.4166744, -111.9251883 33.4166925, -111.9253019 33.4166925)), ((-111.924905 33.4163397, -111.9249026 33.4160627, -111.9248816 33.4160637, -111.924876 33.4160781, -111.9247792 33.4160786, -111.9247785 33.4163233, -111.9248773 33.4163248, -111.9248859 33.4163403, -111.924905 33.4163397)), ((-111.9250671 33.4162396, -111.9250688 33.4161119, -111.9249778 33.416111, -111.9249761 33.4162387, -111.9250671 33.4162396)))",POINT (-111.9250724 33.4162701),3062.8,32967.2
922 Place,548,,8354580,apartments;bridge,,,"MULTIPOLYGON (((-111.9254344 33.4152726, -111.9252321 33.4152727, -111.925232 33.4151318, -111.9251485 33.4151317, -111.9251246 33.4151318, -111.9250352 33.4151319, -111.9250356 33.4156263, -111.9254313 33.4156274, -111.9254344 33.4152726)), ((-111.9251485 33.4151317, -111.9251482 33.4150807, -111.9251244 33.4150808, -111.9251246 33.4151318, -111.9251485 33.4151317)), ((-111.9254649 33.4150804, -111.9254646 33.4149146, -111.9245646 33.414916, -111.924565 33.4150818, -111.9251244 33.4150808, -111.9251482 33.4150807, -111.9254649 33.4150804)))",POINT (-111.9251225 33.4152156),3286.5,35376
,549,,8354581,yes,,,"MULTIPOLYGON (((-111.9254703 33.4166549, -111.9255637 33.4166559, -111.9257636 33.4166597, -111.9257704 33.4165107, -111.9255876 33.4165064, -111.9255871 33.4164646, -111.9254743 33.4164641, -111.9254708 33.4166277, -111.9254703 33.4166549)))",POINT (-111.9256108 33.4165728),503.8,5422.5
Dutch Bros. Coffee,550,,8354638,roof;yes,cafe,,"MULTIPOLYGON (((-111.925984 33.4170243, -111.9260118 33.4170012, -111.9259847 33.4169784, -111.9259569 33.4170015, -111.925984 33.4170243)), ((-111.925998 33.4169146, -111.9260552 33.4169179, -111.9260897 33.4169445, -111.9260883 33.4170004, -111.9260498 33.4170335, -111.9260118 33.4170012, -111.9259847 33.4169784, -111.9259545 33.4169518, -111.925998 33.4169146)))",POINT (-111.9260276 33.4169694),116.2,1250.7
Vertex Apartments,551,,8354969,apartments,,,"MULTIPOLYGON (((-111.9242714 33.4182258, -111.9245719 33.4175335, -111.9242502 33.4174362, -111.9242363 33.417468, -111.9241821 33.4174517, -111.924145 33.4175371, -111.9240333 33.4175033, -111.9238955 33.4178177, -111.9238787 33.4178595, -111.9242714 33.4182258)), ((-111.9237865 33.4177689, -111.9238655 33.417703, -111.9238381 33.4176792, -111.9238962 33.4176279, -111.9235091 33.4172862, -111.923481 33.4173084, -111.9234696 33.4172983, -111.9234164 33.4173402, -111.9233625 33.4173826, -111.923301 33.41733, -111.9232843 33.4173401, -111.9233891 33.417432, -111.9233959 33.4174263, -111.923424 33.4174498, -111.923421 33.4174707, -111.9236383 33.4176616, -111.9236778 33.4176343, -111.9236998 33.4176502, -111.9236709 33.4176692, -111.9237865 33.4177689)), ((-111.9239125 33.4175075, -111.9239832 33.4174283, -111.9244258 33.4169329, -111.9243778 33.416903, -111.9243593 33.4169237, -111.9243182 33.4168981, -111.9242895 33.4169302, -111.9242547 33.4169085, -111.9242398 33.4169251, -111.9242068 33.4169045, -111.9241449 33.4169738, -111.9237554 33.4174098, -111.9239125 33.4175075)), ((-111.924044 33.4169731, -111.9240442 33.4169646, -111.9240462 33.4168779, -111.9239015 33.4168756, -111.9239006 33.4169141, -111.923882 33.4169138, -111.9238826 33.4168877, -111.9234378 33.4168803, -111.923437 33.4169134, -111.9234117 33.4169129, -111.9234124 33.4168819, -111.9232603 33.4168793, -111.9232599 33.416894, -111.9232585 33.416952, -111.9232801 33.4169524, -111.9232793 33.416986, -111.9233151 33.4169866, -111.9233142 33.4170229, -111.9233597 33.4170236, -111.9233592 33.417043, -111.9239007 33.4170518, -111.9239013 33.4170232, -111.9239271 33.4170236, -111.9239268 33.4170372, -111.9239744 33.4170379, -111.9239759 33.416972, -111.924044 33.4169731)), ((-111.9234164 33.4173402, -111.9233663 33.4172983, -111.9233367 33.4173217, -111.9233283 33.4173128, -111.923301 33.41733, -111.9229888 33.4170579, -111.9230169 33.4170383, -111.9229994 33.4170231, -111.9229614 33.417051, -111.9229265 33.417018, -111.9229249 33.4170021, -111.922912 33.4169895, -111.9228862 33.4169844, -111.9228118 33.4169178, -111.9228725 33.4169026, -111.9229493 33.4168455, -111.922985 33.416876, -111.9230176 33.41685, -111.9230922 33.4169148, -111.9234446 33.4172209, -111.9234187 33.4172425, -111.9234757 33.4172938, -111.9234696 33.4172983, -111.9234164 33.4173402)))",POINT (-111.9238721 33.4174154),7981.5,85912.5
Blaze Pizza,552,,8818541,yes,restaurant,,"MULTIPOLYGON (((-111.9415959 33.4217253, -111.9415954 33.4215694, -111.9413797 33.4215698, -111.94138 33.4216545, -111.9413922 33.4216545, -111.9413923 33.421677, -111.941382 33.421677, -111.9413821 33.4217213, -111.941435 33.4217212, -111.9414351 33.421749, -111.9415274 33.4217488, -111.9415273 33.4217255, -111.9415959 33.4217253)))",POINT (-111.941489 33.4216523),362.7,3903.7
